考号	题65（男1女2）	题66	题1	题2	题3	题4	题5	题6	题7	题8	题9	题10	题11	题12	题13	题14	题15	题16	题17	题18	题19	题20	题21	题22	题23	题24	题25	题26	题27	题28	题29	题30	题31	题32	题33	题34	题35	题36	题37	题38	题39	题40	题41	题42	题43	题44	题45	题46	题47	题48	题49	题50	题51	题52	题53	题54	题55	题56	题57	题58	题59	题60	题61	题62	题63
 180091 	2	5	1	2	3	2	4	4	5	6	3	3	3	4	0	3	4	3	5	1	1	3	2	6	4	1	4	5	1	0	3	3	4	1	3	1	3	1	4	3	4	1	4	2	5	4	2	3	4	4	3	5	4	4	1	4	1	2	1	4	1	2	3	6	1
 180092 	2	3	3	1	2	1	3	3	2	2	2	3	6	2	3	3	2	2	5	1	2	4	1	5	4	2	4	2	1	3	4	1	4	4	1	1	5	5	2	3	1	1	4	4	5	4	2	1	1	3	3	5	2	4	6	4	3	5	4	1	5	4	5	4	6
 180093 	1	4	1	2	3	2	1	4	5	6	3	2	3	3	1	3	4	3	5	1	6	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	3	1	1	4	2	5	4	2	1	4	4	3	4	3	3	6	4	4	4	1	4	3	2	3	3	1
 180094 	3	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	2	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	5	4	1	1	1	5	2	2	3	4	2	3	4	3	1	4	4	3	5	4	2	4	1	4	3	1	5	3	4	5	5	4
 180095 	2	4	1	2	3	3	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	1	3	2	4	2	3	4	3	4	2	2	2	2	4	6	1	6	1	3	5	3	4	5
 180096 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	3	1	1	4	2	5	5	2	1	4	3	1	1	3	4	4	4	6	5	1	1	1	6	5	4	5
 180097 	1	5	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	3	4	2	5	4	2	1	4	4	1	3	3	4	2	1	6	5	2	1	3	2	6	4	5
 180098 	1	4	1	2	3	2	4	6	5	6	3	2	3	4	1	3	4	3	5	1	1	3	1	6	4	1	4	5	1	4	0	0	4	1	1	4	3	4	2	4	1	1	4	4	2	2	3	3	4	4	3	4	6	4	4	4	6	4	1	3	3	0	1	3	5
 180099 	0	0	1	2	3	2	4	4	5	6	3	0	3	3	4	1	3	4	6	5	1	1	4	5	6	4	1	4	4	1	4	4	2	6	4	5	6	4	1	3	3	2	6	4	2	2	3	3	3	2	1	4	2	1	6	1	3	1	1	1	2	4	4	3	3
 180100 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	1	4	1	4	1	1	3	3	3	4	5	1	1	3	5	4	3	1	3	5	3	5	3	2	3	2	2	3	3	3	1	6	3	2	3	6	5	5	2	3	5	4
 180101 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	2	4	3	4	4	1	1	3	1	4	2	3	3	4	2	2	5	3	3	2	4	3	4	5	2	3	4	5	5	1	6	1	2	3	4	2
 180102 	2	3	1	2	3	2	4	4	5	2	3	2	3	4	1	3	5	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	1	2	1	3	1	4	3	1	3	4	4	5	5	3	1	1	4	3	3	3	1	4	4	3	1	4	2	3	3	3	5	6
 180103 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	5	3	4	0	1	3	2	6	4	1	4	5	1	3	4	3	4	1	2	1	3	1	4	3	1	3	4	2	5	5	3	1	1	4	3	3	3	1	4	4	3	1	4	2	1	3	3	5	6
 180104 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	3	3	4	1	1	1	3	1	4	3	1	1	4	2	5	5	2	1	1	2	2	2	2	1	6	4	3	1	4	2	1	3	1	5	6
 180105 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	3	3	4	1	1	1	3	1	4	3	1	1	6	2	5	5	2	1	1	2	4	2	2	1	6	4	3	1	4	2	1	3	3	5	6
 180106 	2	3	1	2	3	2	1	0	5	6	3	2	3	4	1	3	4	6	5	1	1	3	2	6	4	1	4	5	1	3	2	4	4	5	6	5	1	1	4	3	1	3	5	2	5	4	2	3	1	4	3	4	2	4	6	4	3	4	4	3	1	2	2	1	5
 180107 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	4	4	1	4	5	1	3	4	4	1	4	3	1	2	1	4	2	1	13	1	3	5	5	2	1	1	3	3	2	2	3	5	3	6	1	1	4	3	3	5	3	4
 180108 	4	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	4	6	4	1	4	5	1	3	4	6	4	4	1	1	3	1	4	2	1	3	2	2	5	2	2	1	4	4	4	1	2	1	4	4	6	5	1	6	1	5	4	4	3
 180109 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	6	1	4	3	5	3	1	4	3	1	1	4	4	5	5	3	1	1	4	3	4	3	1	6	3	1	1	6	1	6	5	5	4	1
 180110 	2	4	2	2	3	2	6	0	5	6	3	2	3	3	1	1	1	3	2	2	4	3	6	1	4	1	4	5	1	4	4	3	4	2	4	5	3	5	4	3	6	0	0	0	5	4	2	3	2	4	1	4	2	1	4	1	4	4	5	4	3	2	4	3	3
 180111 	2	4	1	2	3	2	4	5	5	6	3	4	3	4	1	3	4	2	5	1	3	4	2	6	4	1	4	5	1	3	4	2	3	3	1	1	0	1	5	3	1	1	4	1	2	4	2	5	5	3	1	5	2	4	4	1	1	5	5	4	3	2	4	3	3
 180112 	2	4	1	2	2	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	3	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	6	1	4	4	1	1	4	1	2	4	2	1	4	4	2	5	2	4	4	1	1	4	5	4	3	2	4	0	3
 180113 	2	3	2	2	1	2	2	3	2	5	3	5	6	6	3	4	3	1	1	3	4	2	2	1	4	1	4	5	1	4	4	3	4	2	1	5	3	5	4	3	1	3	4	4	5	5	6	3	2	4	2	5	5	1	6	2	4	6	5	2	3	2	4	4	4
 180114 	2	3	1	2	3	0	4	4	5	2	3	0	2	3	4	4	3	0	3	5	1	1	2	6	4	1	4	5	1	3	4	2	4	5	1	1	3	1	4	2	1	3	4	4	5	0	1	1	4	1	3	1	3	4	4	4	6	5	1	2	4	3	2	4	4
 180115 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	2	4	5	1	3	4	3	4	4	1	1	3	1	4	1	1	1	4	4	5	4	3	1	1	3	3	4	5	2	2	4	6	3	1	4	3	2	3	3	4
 180116 	1	3	1	2	3	2	1	4	5	6	3	0	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	2	1	4	2	5	5	2	3	4	4	2	4	5	1	5	4	1	1	1	3	4	5	4	3
 180117 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	1	2	1	3	1	4	3	1	3	4	2	5	5	2	3	2	2	3	3	3	1	4	4	6	4	3	3	3	2	5	5	3
 180118 	2	4	12	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	3	1	1	6	3	2	4	5	0	2	2	4	2	5	1	6	3	3	1	4	2	6	3	1	1	5
 180119 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	3	1	1	4	0	5	5	2	1	1	2	2	3	3	1	5	4	1	1	5	4	1	5	4	4	3
 180120 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	1	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	2	1	4	3	2	6	4	2	5	3	3	3	2	4	4	3	3	4	2	4	6	3	5	4	3	4	5	5	4
 180121 	2	5	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	1	1	5	3	1	4	3	1	3	4	2	5	5	2	1	1	4	2	4	2	1	6	3	6	6	1	3	6	3	5	4	5
 180122 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	2	4	5	1	3	4	3	4	4	3	1	3	1	4	3	1	3	4	3	5	2	1	3	2	2	4	1	3	1	6	3	0	1	4	1	2	3	3	1	6
 180123 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	3	3	4	4	5	1	1	3	5	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	4	3	2	2	1	4	4	3	3	3	4	6	1	4	4	1	1	3	4	3	4	1
 180124 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	5	1	1	4	3	1	1	4	4	5	2	2	1	4	3	3	4	3	3	1	1	6	5	1	2	5	4	5	4	4
 180125 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	5	5	1	1	4	3	1	1	4	4	5	2	2	1	4	3	3	4	3	3	1	1	6	5	1	1	5	4	5	4	4
 180126 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	4	2	6	4	1	4	5	1	3	4	3	4	5	1	1	1	1	4	3	1	1	4	4	2	2	2	3	1	4	3	5	3	1	3	4	3	1	2	4	5	3	2	5	1
 180127 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	6	3	2	6	4	1	4	5	1	3	4	4	3	4	2	1	1	5	4	3	1	3	4	4	5	0	3	2	4	4	3	4	3	3	4	4	4	6	1	4	4	4	1	4	4
 180128 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	5	6	4	1	4	5	1	3	4	3	4	4	3	1	5	1	4	3	2	3	4	4	5	0	2	1	4	4	4	4	3	4	6	4	4	5	1	6	3	3	6	1	4
 180129 	1	4	1	2	3	2	0	4	5	0	2	3	4	1	3	4	3	5	2	1	3	4	2	6	4	1	4	5	1	4	4	4	4	1	1	5	1	1	4	3	2	3	4	4	5	0	2	1	4	4	3	4	3	4	6	4	4	3	1	2	3	3	4	3	4
 180130 	2	4	1	2	3	2	1	4	5	6	3	2	4	4	1	3	4	4	3	0	1	4	1	1	4	1	4	5	1	3	4	3	4	1	1	5	1	1	4	3	1	3	4	4	3	4	2	1	3	4	3	4	3	4	6	4	4	3	1	2	3	3	5	3	4
 180131 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	1	1	4	1	4	5	1	3	4	3	4	1	1	5	1	1	4	3	1	3	4	4	3	0	2	1	3	4	3	4	3	4	6	4	4	4	1	2	3	3	5	3	4
 180132 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	3	1	4	3	4	2	1	3	4	4	3	3	4	6	4	2	3	4	4	3	4	5	5	4
 180133 	2	5	1	2	3	2	1	4	5	2	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	3	3	4	4	5	5	2	5	3	2	4	3	3	4	6	4	6	3	5	2	5	3	3	3	4
 180134 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	6	6	4	1	4	5	1	3	4	4	4	4	1	5	3	5	4	2	1	1	4	4	2	2	2	3	4	4	1	3	3	3	6	2	6	5	1	4	3	3	3	4	3
 180135 	1	4	1	0	3	0	0	4	5	6	3	2	2	4	1	3	4	3	5	1	1	4	2	6	4	1	4	5	1	3	4	4	4	4	3	1	3	1	4	3	1	0	4	4	2	6	2	2	4	4	3	4	3	1	0	1	0	2	0	3	3	0	0	4	5
 180136 	1	4	1	3	3	2	1	4	5	6	3	2	3	4	1	3	4	1	5	1	1	3	2	6	4	1	4	5	1	1	4	3	4	4	1	1	3	1	4	1	2	1	4	0	5	0	2	1	4	4	4	3	4	1	4	1	6	2	2	3	3	6	4	4	1
 180137 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	4	4	4	1	1	3	1	4	3	2	1	4	4	5	4	3	1	4	4	3	4	2	2	3	4	6	6	1	4	3	5	6	4	4
 180138 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	0	4	5	1	3	4	3	4	1	5	3	1	4	3	1	1	4	4	5	5	3	1	4	4	3	5	2	1	5	4	6	6	1	6	3	5	6	2	3
 180139 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	2	1	4	3	1	3	4	3	3	2	2	1	2	1	4	2	1	3	3	4	2	3	3	1	4	3	1	4	4	4	3	14	5	3	1	4	3	4	2	3	3
 180140 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	5	6	4	1	3	5	1	3	4	3	4	4	1	1	3	1	4	3	4	1	4	2	5	2	2	1	4	4	2	3	4	1	2	4	4	5	1	4	3	3	4	3	4
 180141 	4	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	2	4	4	1	1	3	1	4	3	1	1	6	2	5	5	2	1	4	2	3	3	6	1	5	2	6	4	1	3	4	1	2	5	3
 180142 	5	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	2	3	1	4	3	1	3	1	3	5	2	2	3	1	2	3	3	3	3	2	2	4	0	1	4	1	3	3	6	4
 186101 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	5	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	3	1	1	0	4	5	0	3	3	2	4	4	3	2	1	4	4	3	1	4	3	3	5	5	4	4
 186102 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	3	5	4	3	3	2	4	3	3	1	2	6	1	4	4	5	4	6	3	5	4	1
 186103 	1	3	1	2	3	2	1	4	5	6	3	2	2	3	1	3	4	3	5	1	2	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	0	5	4	2	3	2	2	1	3	4	1	2	4	6	4	1	1	3	3	1	5	4
 186104 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	4	5	4	3	3	2	3	1	1	4	1	2	4	6	4	1	1	3	2	6	5	4
 186105 	1	3	1	2	3	2	1	4	5	0	2	3	4	1	1	3	4	6	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	3	4	2	5	2	2	1	1	4	2	5	2	3	4	3	4	3	1	4	3	3	5	4	4
 186106 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	3	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	0	1	3	1	4	3	1	3	4	3	5	5	2	1	4	4	4	3	6	3	3	4	2	4	1	4	1	3	4	5	1
 186107 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	1	4	2	5	5	2	1	2	1	4	1	3	1	4	4	6	4	3	6	3	3	4	3	1
 186108 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	3	1	1	1	4	3	1	1	4	2	5	6	2	1	4	4	4	3	3	1	5	4	6	4	3	6	3	3	2	4	1
 186109 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	3	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	1	3	4	4	3	2	1	3	0	4	4	3	5	1	4	3	4	3	3	1	0	3	1	6	0
 186110 	1	4	1	2	3	4	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	3	1	4	5	4	3	3	1	4	3	3	1	2	3	4	4	3	3	2	5	2	4	4	6
 186111 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	0	5	3	5	1	1	2	6	4	1	4	5	1	3	2	3	4	4	1	1	2	1	4	4	1	1	4	4	5	3	2	2	2	2	4	3	2	1	5	1	5	1	2	3	5	5	5	1	3
 186112 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	3	3	2	6	2	1	4	5	1	3	4	3	4	0	0	0	0	1	4	4	1	3	4	4	5	2	2	0	3	2	2	3	2	4	4	4	4	4	3	1	3	3	2	5	5
 186113 	1	3	1	2	3	2	1	4	5	6	3	2	3	3	1	3	4	3	5	2	1	3	5	6	4	1	5	5	1	3	4	3	4	4	1	5	1	1	4	2	2	1	4	2	2	5	2	3	4	4	3	3	3	2	4	4	4	2	5	5	1	2	3	3	4
 186114 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	4	4	3	5	2	2	1	2	2	1	3	4	1	2	4	4	3	1	2	3	3	2	3	5
 186115 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	1	3	4	0	5	5	2	3	2	2	3	3	5	3	4	4	0	3	1	1	3	3	1	4	2
 186116 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	1	3	4	2	0	5	5	2	3	4	2	2	5	3	6	4	4	3	1	1	3	2	4	4	2
 186117 	1	4	1	2	3	2	4	4	5	0	2	3	4	1	3	4	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	3	4	2	5	2	0	1	2	2	4	3	3	2	6	3	4	3	3	2	4	2	1	5	3
 186118 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	2	5	2	5	3	1	3	3	3	3	4	3	4	6	5	3	2	3	3	3	5	3
 186119 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	1	4	1	5	2	2	1	2	2	1	5	3	2	3	4	6	4	3	3	1	3	4	5	3
 186120 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	3	5	1	1	4	3	4	4	1	1	1	1	4	4	1	3	4	2	5	2	3	5	2	3	1	1	3	2	3	4	6	3	4	3	3	3	3	5	3
 186121 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	2	4	3	3	4	3	4	3	3	4	4	4	4	3	1	2	1	3	3	3	4
 186122 	1	3	1	2	3	2	0	4	5	6	3	2	3	4	1	3	4	0	5	1	0	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	3	4	4	5	4	3	1	4	3	2	3	3	4	6	1	6	3	1	3	1	3	5	6	4
 186123 	2	3	1	2	3	2	2	4	5	6	3	2	3	4	1	3	2	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	1	3	4	2	5	2	5	3	4	2	3	3	3	2	3	4	6	3	3	2	3	3	3	5	3
 186124 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	4	1	3	4	4	5	5	2	1	4	2	4	3	2	2	5	1	4	3	3	4	5	1	6	4	4
 186125 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	3	1	1	1	4	4	1	3	4	2	5	5	2	1	2	2	3	3	2	2	6	4	4	0	1	2	3	3	4	5	0
 186126 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	5	4	5	1	3	4	2	4	4	1	1	1	1	4	4	1	3	4	0	5	5	2	3	1	3	3	3	2	2	6	4	4	3	1	2	3	3	3	5	4
 186127 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	1	3	4	2	5	2	2	3	1	3	2	3	2	2	3	4	4	3	1	2	3	3	3	5	4
 186128 	1	0	1	3	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	1	3	4	2	5	5	3	3	1	3	2	3	2	2	3	4	4	3	3	2	3	3	3	5	5
 186129 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	4	2	5	2	5	3	1	3	3	3	3	4	3	4	6	5	3	2	3	3	3	5	3
 186130 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	1	1	4	4	1	3	4	2	5	2	2	3	1	3	1	1	3	4	3	4	4	3	2	2	3	3	3	5	2
 186131 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	2	4	2	4	3	4	0	5	4	3	1	1	4	2	5	5	4	1	4	5	4	1	2	5	5	3	3	5
 186132 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	4	1	4	4	1	3	2	1	4	2	3	3	3	2	3	4	4	3	4	2	3	6	4	3	5
 186133 	2	4	1	0	2	3	2	1	4	5	6	3	2	3	4	1	1	3	4	3	5	1	3	2	6	4	1	4	3	5	1	3	4	3	4	1	3	1	4	3	1	3	4	3	5	3	2	1	4	3	3	4	6	2	3	4	4	5	3	2	6	5	1	4	5
 186134 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	4	5	4	2	1	2	2	3	3	3	1	3	4	4	3	1	3	3	3	1	5	5
 186135 	1	3	1	3	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	0	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	4	5	4	1	1	2	2	3	1	3	1	3	4	4	4	1	3	3	3	1	5	4
 186136 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	5	0	2	1	3	2	1	2	3	2	3	4	1	4	1	3	3	3	1	5	4
 186137 	2	3	1	2	3	2	1	4	5	1	3	1	3	4	1	3	4	3	3	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	3	5	4	2	1	2	2	1	3	4	4	4	4	4	3	1	3	3	3	1	5	3
 186138 	2	3	1	2	3	2	4	5	6	3	2	2	3	4	1	3	4	3	5	1	1	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	3	1	3	4	4	5	4	2	1	2	2	3	3	3	1	3	4	4	3	1	3	3	3	1	5	5
 186139 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	1	2	2	3	3	3	1	3	4	4	3	3	1	3	3	1	5	5
 186140 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	4	5	4	2	1	2	2	3	3	3	1	2	4	4	4	3	3	3	3	1	5	5
 186141 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	4	1	2	2	1	4	2	3	3	3	2	3	3	2	2	4	4	3	6	3	3	4
 186142 	1	4	1	3	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	1	3	5	4	3	3	4	4	3	3	3	3	3	4	2	6	4	6	1	5	2	3	1
 186143 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	4	2	5	3	1	2	2	1	3	4	1	4	2	6	3	4	6	3	3	3	5	6
 186144 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	5	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	4	1	4	3	5	5	2	1	4	2	3	3	2	1	2	4	2	2	4	4	3	6	5	5	1
 186145 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	4	5	2	3	1	2	2	3	3	3	2	2	4	5	6	4	5	3	6	5	5	4
 186146 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	2	3	4	4	2	4	5	3	1	2	3	2	2	2	1	4	4	6	5	5	3	2	5	5	4
 186147 	1	0	1	2	3	2	1	4	5	6	3	2	3	4	1	0	3	4	3	5	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	1	4	4	5	4	2	3	2	2	1	3	3	2	3	4	4	4	1	3	3	2	1	5	5
 186148 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	3	1	1	3	3	6	4	1	5	5	1	3	4	2	4	4	1	1	3	1	4	2	3	3	4	3	2	4	3	3	4	4	1	2	1	2	4	4	4	3	4	5	1	2	1	4	4
 186149 	1	5	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	3	1	3	2	6	4	5	4	5	1	3	4	3	4	4	1	1	3	1	4	2	2	0	4	3	2	0	2	0	4	4	3	4	3	2	4	4	0	0	4	2	3	4	6	2	4
 186150 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	3	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	3	4	3	2	4	2	1	4	2	3	1	4	2	3	4	4	4	3	3	4	3	1	5	4
