考号	题65（男1女2）	题66	题1	题2	题3	题4	题5	题6	题7	题8	题9	题10	题11	题12	题13	题14	题15	题16	题17	题18	题19	题20	题21	题22	题23	题24	题25	题26	题27	题28	题29	题30	题31	题32	题33	题34	题35	题36	题37	题38	题39	题40	题41	题42	题43	题44	题45	题46	题47	题48	题49	题50	题51	题52	题53	题54	题55	题56	题57	题58	题59	题60	题61	题62	题63
 186329 	1	3	1	2	3	2	4	4	5	6	3	0	2	3	4	1	3	4	3	5	1	3	2	6	4	1	4	5	1	3	2	3	4	4	2	1	5	1	4	3	1	1	4	1	5	4	2	1	1	2	4	2	2	1	6	2	1	5	1	6	1	3	1	5	2
 186330 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	4	3	3	4	4	3	3	3	2	3	4	2	4	1	4	3	3	4	4	3
 186331 	1	4	1	2	3	2	1	6	5	6	3	2	3	3	1	3	0	4	3	5	1	1	2	6	3	5	0	4	4	5	4	3	4	4	1	1	3	1	5	4	4	3	3	3	5	4	2	2	2	2	2	3	2	1	5	1	4	3	4	6	3	4	1	5	5
 186332 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	2	2	6	4	1	2	5	1	3	4	4	4	4	2	1	4	1	4	3	1	1	4	4	5	3	3	1	1	2	3	5	6	3	2	3	6	2	1	4	5	5	4	4	1
 186333 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	2	1	2	2	3	1	3	5	4	2	2	3	2	1	2	2	2	2	1	5	2	4	5	2	2	3	6	5	3	1
 186334 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	2	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	3	1	3	1	4	3	1	3	4	2	5	5	2	3	1	2	4	3	2	4	4	3	3	1	4	6	1	5	2	4	1
 186335 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	3	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	3	5	4	3	3	4	4	3	3	3	2	3	4	2	4	1	4	3	3	4	4	3
 186336 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	4	5	1	1	3	2	6	4	1	2	5	1	3	2	3	4	4	1	1	1	1	4	3	1	0	1	4	5	4	2	3	2	3	4	2	2	1	2	3	3	1	2	4	1	5	2	6	1
 186337 	1	3	1	2	3	2	4	4	3	6	3	2	3	4	1	3	4	3	5	1	1	3	3	4	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	1	4	2	5	4	2	3	2	2	4	3	2	3	2	3	3	1	4	4	1	5	2	4	3
 186338 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	1	2	4	5	1	3	1	2	4	4	1	1	3	1	4	4	1	1	4	2	5	3	2	1	1	2	1	4	2	4	4	3	1	5	1	4	1	5	1	4	6
 186339 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	2	1	4	5	1	3	4	2	5	4	5	5	0	3	5	4	2	3	2	4	3	3	5	2	1	4	3	4	6	2	2	4	4	4	3	4	3	5	2	5	4
 186340 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	2	2	1	2	2	3	5	3	3	2	3	3	1	4	6	4	2	1	5	5
 186341 	1	4	1	3	3	2	2	4	5	5	4	3	2	4	1	3	0	2	3	3	1	1	3	1	4	1	4	3	1	3	3	3	4	4	3	1	3	1	5	2	4	4	4	1	2	4	2	1	4	4	2	5	2	4	2	4	3	1	4	2	3	5	1	2	4
 186342 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	3	1	4	2	5	5	2	3	1	4	3	3	3	2	4	4	6	3	1	4	3	3	6	4	5
 186343 	1	3	1	2	3	2	2	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	1	1	1	1	1	4	3	1	3	4	2	5	3	4	3	1	4	4	3	3	1	4	2	4	3	4	4	6	1	5	4	5
 186344 	1	4	1	2	3	2	3	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	3	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	1	4	5	4	2	3	1	2	4	3	3	1	4	3	6	3	3	4	3	2	6	4	5
 186345 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	2	2	1	4	3	1	3	4	3	4	4	1	5	1	1	5	2	4	1	1	1	5	3	2	1	4	3	1	2	3	3	2	3	3	1	4	4	3	4	6	5	6
 186346 	2	3	1	2	3	0	1	5	6	3	2	3	4	1	3	4	3	5	1	1	3	0	2	6	4	0	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	3	5	5	3	3	4	4	3	3	3	2	3	4	2	4	1	4	3	3	4	4	3
 186347 	1	2	1	2	3	2	4	4	5	6	3	2	4	1	3	4	4	0	5	0	1	1	2	3	6	4	1	4	5	1	3	2	4	4	1	3	3	1	4	3	1	3	3	1	2	5	3	3	1	4	4	5	2	4	6	3	6	6	1	4	3	5	4	4	2
 186348 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	2	3	5	1	1	4	2	6	4	1	4	5	1	4	4	3	4	4	2	1	3	1	4	2	1	1	4	2	5	4	3	1	4	4	2	3	3	1	3	3	6	5	1	4	3	4	4	2	1
 186349 	1	4	1	2	3	2	1	5	5	6	3	2	3	4	1	3	4	3	5	1	1	3	4	6	4	1	4	5	1	3	4	3	4	1	1	1	1	1	4	3	1	3	1	2	5	3	4	3	1	4	4	3	3	4	3	4	2	4	1	4	3	5	4	4	3
 186350 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	6	5	1	1	3	2	6	4	1	4	5	1	4	4	2	4	4	1	1	4	1	4	3	1	6	4	1	5	4	3	5	4	3	1	5	2	4	4	3	4	5	6	5	3	2	6	6	4
 186351 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	6	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	1	2	2	1	3	2	4	5	3	6	6	1	5	6	4	1	4	3
 186352 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	4	6	4	1	3	5	1	3	4	3	4	4	1	5	1	1	4	3	2	1	4	3	5	2	3	3	3	4	1	3	3	3	2	4	6	3	4	4	3	3	4	3	3
 186353 	1	2	1	2	3	2	4	4	2	5	6	3	2	3	4	1	3	4	3	3	2	3	2	6	4	1	2	5	1	3	2	0	4	4	5	3	1	3	5	3	0	1	5	3	5	4	2	1	1	3	3	3	2	3	2	4	4	3	2	2	3	5	4	3	4
 186354 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	5	3	5	1	1	3	3	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	0	2	2	6	4	4	2	6	3	3	1	2	1	2	3	2	2	3	6	3	3	1	1	5	5	3	4
 186355 	1	2	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	4	4	3	4	4	2	1	3	1	4	3	1	3	4	3	5	3	2	1	1	3	4	3	3	1	2	3	1	5	2	4	3	3	4	2	3
 186356 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	5	4	1	4	5	1	3	4	3	4	1	1	1	3	1	4	3	1	3	1	3	2	4	3	1	1	2	4	3	5	4	6	6	6	5	1	3	3	4	5	4	4
 186357 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 186358 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	1	2	5	4	2	3	1	4	3	3	3	1	5	4	6	5	1	4	5	3	5	5	5
 186401 	3	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	0	6	4	1	4	5	1	35	4	3	4	1	1	1	3	1	4	3	1	1	4	2	2	3	4	0	2	2	1	1	1	0	3	4	6	1	3	1	5	3	0	1	5
 186402 	2	2	1	2	3	2	1	4	5	6	3	3	2	3	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	2	2	2	3	1	4	3	1	1	4	2	5	3	3	1	2	4	3	3	1	2	4	4	6	3	3	6	3	5	2	5	4
 186403 	2	4	1	2	3	2	4	4	5	3	3	2	3	4	1	3	3	3	5	1	1	3	2	6	4	2	1	5	1	3	4	3	4	4	1	1	1	1	4	3	1	1	4	3	5	5	2	1	1	2	4	3	3	1	3	2	4	3	1	4	6	3	5	4	5
 186404 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	2	3	1	1	4	3	3	6	4	2	4	4	3	2	2	6	3	4	4	1
 186405 	1	2	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	3	1	1	1	2	0	2	2	0	1	4	0	3	2	4	0	4	6	4	1	3	3	3	5	3	3
 186406 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	1	2	1	3	1	4	2	1	1	1	3	5	2	2	1	4	4	4	3	4	4	3	4	2	4	6	2	1	2	5	4	1
 186407 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	1	1	1	3	1	4	4	2	3	1	2	3	2	3	1	2	4	1	3	6	2	2	4	1	1	1	3	3	4	4	4	4
 186408 	2	3	1	2	3	2	0	4	5	2	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	5	5	5	1	4	2	3	4	4	1	1	3	1	4	2	1	3	4	3	2	3	3	1	2	2	4	3	4	1	5	2	4	1	4	6	6	0	3	1	4
 186409 	1	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	0	4	4	4	5	1	3	4	3	4	1	1	1	3	1	4	1	1	3	4	3	5	4	3	1	4	4	4	4	3	2	4	4	4	5	4	4	1	3	4	5	4
 186410 	2	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	1	1	3	4	3	5	4	2	1	4	3	2	3	4	4	4	1	4	3	4	4	2	3	6	3	1
 186411 	1	3	1	2	3	2	1	4	6	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	1	4	3	4	4	1	1	3	1	4	4	1	3	3	2	2	1	5	5	2	4	1	1	1	3	2	4	4	1	1	1	3	3	4	3	1
 186412 	0	6	1	2	3	2	1	4	6	5	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	2	4	3	4	5	1	1	35	1	4	4	1	5	4	2	2	1	5	5	0	4	1	4	1	3	2	4	4	1	1	1	6	3	4	3	1
 186413 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	4	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	1	1	4	2	2	6	2	1	1	4	1	5	1	2	4	3	1	6	3	1	6	3	5	5	1
 186414 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	4	1	1	4	2	5	5	3	1	4	2	4	3	3	2	6	2	4	1	3	6	3	3	5	3	1
 186415 	2	0	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	0	0	0	0	1	4	4	1	1	4	2	5	5	3	1	4	2	4	0	3	2	6	2	4	1	3	6	3	3	5	3	1
 186416 	0	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	3	3	1	1	6	4	5	3	2	1	1	2	4	3	3	2	4	2	1	5	4	2	6	3	5	4	1
 186417 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	3	1	4	5	1	3	4	3	4	4	1	1	1	1	4	3	1	3	1	3	3	3	3	1	2	0	3	2	1	2	4	2	1	3	3	3	0	6	4	3	5
 186418 	2	4	1	2	3	2	1	4	5	6	6	3	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	2	6	2	2	1	4	4	1	1	3	3	5	3	4	3	1	2	4	5	1	1	2	4	4	4	2	2	3	3	4	6	4
 186419 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	1	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	1	4	5	3	2	3	1	2	1	3	3	1	2	4	6	3	1	4	6	0	2	3	4
 186420 	2	3	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	0	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	4	1	1	4	3	5	5	3	1	2	2	1	3	3	1	5	2	5	1	1	3	6	6	5	2	4
 186421 	3	0	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	2	4	4	1	5	2	1	4	4	1	3	4	4	5	4	2	1	2	2	4	2	3	1	3	2	4	3	1	3	4	3	2	5	4
 186422 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	4	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	1	1	3	4	4	5	6	2	1	2	2	1	3	3	1	2	1	2	6	1	1	5	5	2	6	5
 186423 	1	4	1	2	3	2	4	4	5	6	3	2	0	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	0	4	3	4	5	1	1	3	1	4	3	1	1	4	2	5	5	3	0	2	2	3	3	3	4	6	1	6	1	3	5	0	3	5	3	1
 186424 	2	4	1	2	3	2	2	4	5	6	0	1	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	1	1	2	3	1	4	1	1	1	4	3	2	2	2	3	4	4	3	2	1	2	2	4	6	6	1	4	3	3	1	1	3
 186425 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	1	5	1	1	3	2	6	4	1	4	5	1	4	1	3	4	4	1	1	2	4	4	2	4	6	5	4	5	4	6	3	4	1	3	3	4	4	3	1	2	5	4	1	6	3	6	3	4
 186426 	4	0	1	2	3	2	1	4	6	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	1	4	3	4	5	1	1	3	1	4	3	1	3	4	3	2	4	3	3	2	4	4	1	3	2	5	1	4	6	4	1	3	3	4	5	1
 186427 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	3	5	1	1	2	5	4	1	4	5	1	3	4	3	4	1	1	1	2	1	4	1	1	3	4	3	5	4	3	1	2	2	4	3	2	2	4	3	6	3	3	2	1	3	5	3	3
 186428 	0	0	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	0	3	2	6	4	1	4	5	1	2	2	3	4	4	1	1	3	1	4	3	3	1	6	2	5	5	2	3	2	2	3	1	2	2	2	4	4	2	1	4	3	5	5	3	4
 186429 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	14	1	1	3	5	4	3	1	3	4	3	5	5	2	3	1	2	4	5	3	2	3	2	5	4	5	4	5	3	2	4	4
 186430 	1	0	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	3	1	4	2	6	4	1	4	5	1	3	4	3	4	4	1	5	3	1	4	2	1	1	4	2	5	3	2	3	1	4	3	2	1	1	2	3	4	3	2	1	6	3	2	4	4
 186431 	0	0	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	0	2	1	1	2	3	3	4	2	3	3	5	3	1	6	3	1	4	4
 186432 	1	3	1	2	3	2	1	4	6	6	3	2	3	3	1	3	3	3	3	2	2	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	1	1	2	2	3	4	3	2	4	4	3	1	3	2	3	4	1	4	4
 186433 	1	4	1	2	3	2	1	4	5	6	3	2	3	3	1	3	4	3	5	3	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	2	2	3	4	3	2	5	2	1	1	4	1	4	3	1	4	4	3	1	4	2	6	3	1	5	2
 186434 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	1	2	2	4	3	5	1	3	3	6	6	5	4	6	3	1	4	4
 186435 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	1	2	2	4	3	2	1	5	4	3	1	3	2	6	2	5	4	4
 186436 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	4	5	5	3	3	2	2	1	3	3	1	5	2	3	1	4	2	3	2	5	2	1
 186437 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	3	6	3	1	4	5	1	3	4	3	4	1	1	1	4	1	4	2	1	1	4	4	5	5	5	3	4	4	3	5	2	3	2	4	4	3	1	4	6	2	3	3	4
 186438 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	5	4	5	1	3	4	3	4	4	6	1	3	1	4	3	1	3	1	0	5	3	2	3	2	2	4	2	4	1	5	4	4	3	3	4	3	2	3	5	4
 186439 	1	3	1	0	3	2	4	4	5	6	3	2	3	4	1	3	4	0	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	1	1	1	4	1	4	23	1	1	4	4	5	5	2	3	4	4	1	3	3	3	2	4	3	1	1	4	1	2	4	3	4
 186440 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	2	4	2	3	1	3	4	4	3	2	4	4	3	1	3	6	3	2	1	4	1
 186441 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	2	4	5	1	3	4	3	4	4	2	1	3	1	4	3	1	0	4	2	5	2	2	1	1	2	4	3	3	2	5	4	6	3	1	3	6	4	4	2	1
 186442 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	4	4	3	4	1	1	1	3	1	4	2	1	1	4	0	5	2	3	3	4	3	3	2	4	3	3	1	3	1	4	2	3	3	1	3	4
 186443 	1	0	1	3	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	2	4	3	3	3	4	4	5	5	3	3	2	2	1	3	3	1	5	2	3	1	4	2	3	2	3	2	1
 186444 	1	3	1	2	3	2	1	4	5	2	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	0	1	3	5	5	1	3	2	2	3	4	3	2	4	4	3	1	3	2	3	4	1	4	4
 186445 	1	0	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	3	1	4	3	1	1	4	2	5	2	2	1	1	2	3	3	3	2	5	4	6	3	1	3	6	4	4	2	1
 186446 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	3	4	2	5	5	2	1	2	2	3	3	4	2	3	1	1	3	1	4	6	5	5	4	4
 186447 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	4	2	3	2	2	3	3	2	2	5	2	6	6	1	5	6	5	5	4	4
 186448 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	4	3	4	3	6	3	6	3	3	4	4	2	4	5	1	3	3	3	4	4	1	1	3	1	4	3	1	3	4	3	5	2	2	3	1	2	4	3	3	2	3	4	4	1	6	4	5	4	3	4	4
 186449 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	5	3	1	4	3	3	3	3	3	5	4	2	3	2	4	1	3	3	2	2	4	4	4	1	3	1	5	5	3	4
 186450 	1	4	2	3	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	1	4	3	5	2	2	3	2	2	4	3	3	1	2	4	6	3	1	3	6	3	2	5	4
 186451 	1	0	2	2	3	2	4	4	5	3	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	2	4	5	1	3	2	3	4	4	1	1	3	1	4	3	1	1	4	2	5	3	2	3	1	2	1	3	2	0	5	1	4	3	1	3	2	2	1	5	4
 186452 	1	3	1	2	3	2	4	4	5	6	3	2	3	3	2	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	2	2	4	2	1	1	3	1	4	3	1	1	4	2	2	2	2	3	1	2	2	3	2	3	5	4	4	6	3	3	2	6	5	0	3
 186453 	2	0	1	2	3	2	4	4	5	3	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	2	1	0	4	2	5	3	2	3	4	4	3	3	3	2	2	4	4	3	1	4	3	2	4	3	4
 186454 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	3	5	4	1	4	5	1	5	4	3	4	4	1	1	3	1	4	2	1	3	4	2	5	2	2	5	4	4	1	3	3	3	3	4	1	5	4	4	3	3	4	4	2
 186455 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	3	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	5	4	3	1	3	4	3	5	5	2	1	4	2	2	3	3	2	5	4	3	1	3	4	5	3	3	4	4
 186456 	1	0	1	3	3	2	1	0	5	6	3	2	4	2	1	3	4	3	3	1	4	4	2	6	4	4	4	5	1	1	3	3	4	1	1	1	5	1	1	3	1	1	4	3	3	3	2	3	1	3	3	3	1	4	2	1	4	6	2	1	2	5	4	1	3
 186457 	2	4	1	2	3	2	4	2	4	6	3	3	4	1	3	4	4	3	3	1	6	3	2	6	0	1	4	3	5	1	3	4	4	3	4	1	3	5	4	2	5	3	4	2	2	4	1	3	3	3	2	3	4	4	5	1	1	1	3	6	6	2	5	5	4
 186458 	4	0	1	2	3	2	1	4	5	2	3	2	3	4	0	3	4	3	5	1	1	3	5	6	4	1	1	5	1	3	4	2	4	4	4	1	2	2	4	3	2	3	1	3	2	4	3	5	4	4	4	4	4	1	2	1	6	1	4	6	3	5	3	4	3
 186459 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 186501 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	5	4	2	3	2	2	3	4	3	1	5	4	1	3	1	6	3	3	5	4	1
 186502 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	3	5	0	2	1	4	4	4	3	3	1	4	3	6	3	1	4	3	3	1	4	4
 186503 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	1	1	4	3	1	1	4	2	5	3	2	1	2	4	3	3	2	4	2	4	3	6	1	1	3	2	4	5	1
 186504 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	2	5	5	4	1	1	4	4	4	5	4	4	4	6	3	6	3	1	3	4	4	3
 186505 	2	4	1	2	3	2	3	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	5	1	1	3	1	4	3	1	3	4	2	5	5	3	1	1	4	4	4	3	1	4	4	6	3	6	4	1	3	1	4	3
 186506 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	0	4	0	5	4	3	1	2	2	4	3	3	1	4	4	3	1	6	3	3	5	1	4	1
 186507 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	3	4	2	2	4	2	3	2	4	3	4	3	1	4	3	1	3	3	6	3	4	5	4	1
 186508 	2	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	4	2	5	5	2	1	2	2	4	3	3	1	4	3	3	3	1	2	1	4	2	4	1
 186509 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	1	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	2	4	5	4	2	3	1	4	4	4	3	4	3	1	6	4	3	4	3	3	4	6	3
 186510 	1	4	1	2	3	2	4	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	5	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	0	4	2	5	4	2	1	4	4	4	3	4	1	4	3	3	1	3	2	3	5	4	4	1
 186511 	1	4	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	1	1	3	1	4	3	1	1	4	2	5	5	2	3	1	4	4	4	3	1	6	4	6	3	3	4	3	4	4	4	1
 186512 	2	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	2	4	4	1	1	3	1	4	3	1	1	4	2	5	5	2	1	2	2	4	3	3	1	4	3	3	3	1	2	1	4	2	4	1
 186513 	1	3	1	2	3	2	1	4	5	6	3	2	3	4	1	3	4	3	5	1	1	3	2	6	4	1	4	5	1	3	4	3	4	4	2	1	1	1	4	3	1	1	4	2	5	3	2	1	2	2	4	3	3	1	4	3	3	3	1	2	1	4	2	4	1
